provider,health_system_name,hospital_ownership,code,code_type,charge_description,code_class,plan_raw,mapped_payer,mapped_payer_class,rate,medicare_provider_id,npi,long,lat,street_address,city,state,zip_code,county,medicare_cbsa,acute_care_facility,hospital_overall_rating,hospital_type,total_beds,location,tq_compliance_score,cms_quality_rating,effectiveness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,mortality_national_comparison,patient_experience_national_comparison,readmission_national_comparison,safety_of_care_national_comparison,timeliness_of_care_national_comparison
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Commerce Benefit Grp DCA,Unsorted,Commercial,231.80,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Commerce Benefit Grp Healthsmar,Unsorted,Commercial,213.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Commerce Benefit Grp Multiplan,Multiplan,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Commerce Benefit Grp OPN,Unsorted,Commercial,226.92,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Commerce Benefit Grp PHCS,PHCS,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Continental Benefits,Unsorted,Commercial,209.84,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Coresource Aetna,Aetna,Commercial,209.84,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Coresource Healthspan,Unsorted,Commercial,209.84,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Coresource MMO SuperMed Access,Unsorted,Commercial,221.26,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Coventry Health Care HMO,Coventry,Commercial,219.60,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Coventry Health Care Mail Handl,Coventry,Commercial,219.60,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Coventry Health Care PPO,Coventry,Commercial,219.60,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Cypress Benefit Adm,Unsorted,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,EBS RMSCO,Unsorted,Commercial,231.80,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,EGP MMO SuperMed Access,Unsorted,Commercial,221.26,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Enterprise Group Planning,Unsorted,Commercial,219.60,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Freedom Life Ins Co,Unsorted,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,GEHA ASA,GEHA,Commercial,209.84,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,GEHA HealthAmerica,GEHA,Commercial,219.60,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,GEHA UHC,United Healthcare,Commercial,209.84,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Golden Rule UHC,Golden Rule,Commercial,209.84,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Guardian EHCS,Unsorted,Commercial,213.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Guardian OHC,Unsorted,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Guardian PHCS,PHCS,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Harvard Pilgrim Healthcare UHC,United Healthcare,Commercial,209.84,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Health Amer Health Assurance,Unsorted,Commercial,219.60,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,HealthAmericaOne,Unsorted,Commercial,219.60,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Health Design Plus,Unsorted,Medicare,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,HealthNet,Health Net,Commercial,231.80,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,HealthPartners Cigna,Cigna,Commercial,210.57,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Health Plan Admin Hlthsmart,Unsorted,Commercial,213.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,HealthPlus Insurance Co,Unsorted,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Healthscope Benefits,Unsorted,Commercial,214.72,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"19083",CPT,Hb Bx Breast 1st Lesion Us Imaging,Excision Procedures on the Breast,Healthsmart Accel,HealthSmart,Commercial,231.80,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
